Longitude	Latitude	ptemp_fi [degree Celsius] @ ptemp_fi [degree Celsius]=first
325.069504	7.256644	-10000000000.00000
325.082294	7.256644	-10000000000.00000
325.095101	7.256644	-10000000000.00000
325.107925	7.256644	-10000000000.00000
325.120767	7.256644	-10000000000.00000
325.133626	7.256644	-10000000000.00000
325.146503	7.256644	-10000000000.00000
325.159399	7.256644	-10000000000.00000
325.172313	7.256644	2.18113
325.185246	7.256644	2.14872
325.198197	7.256644	2.11670
325.211168	7.256644	2.08502
325.224159	7.256644	2.05357
325.237169	7.256644	2.02223
325.250199	7.256644	1.99094
325.263249	7.256644	1.95955
325.276319	7.256644	1.92779
325.289411	7.256644	1.89607
325.302523	7.256644	1.86224
325.315657	7.256644	1.82912
325.328812	7.256644	1.80376
325.341989	7.256644	1.79126
325.355188	7.256644	1.78361
325.368410	7.256644	1.77756
325.381654	7.256644	1.77195
325.394922	7.256644	1.76595
325.408212	7.256644	1.75942
325.421527	7.256644	1.75453
325.434865	7.256644	1.75468
325.448227	7.256644	1.76161
325.461614	7.256644	1.77672
325.475026	7.256644	1.80144
325.488463	7.256644	1.83558
325.501926	7.256644	1.87435
325.515414	7.256644	1.91320
325.528929	7.256644	1.95148
325.542470	7.256644	1.98924
325.556038	7.256644	2.02690
325.569634	7.256644	2.06462
325.583257	7.256644	-10000000000.00000
325.596908	7.256644	-10000000000.00000
325.610587	7.256644	-10000000000.00000
325.624295	7.256644	-10000000000.00000
325.638033	7.256644	-10000000000.00000
325.651800	7.256644	-10000000000.00000
325.665596	7.256644	-10000000000.00000
325.679424	7.256644	-10000000000.00000
325.693281	7.256644	-10000000000.00000
325.707171	7.256644	-10000000000.00000
325.721091	7.256644	-10000000000.00000
325.735044	7.256644	-10000000000.00000
325.749029	7.256644	-10000000000.00000
325.763047	7.256644	-10000000000.00000
325.777099	7.256644	-10000000000.00000
325.791184	7.256644	-10000000000.00000
325.805303	7.256644	-10000000000.00000
325.819458	7.256644	-10000000000.00000
325.833647	7.256644	-10000000000.00000
325.847873	7.256644	-10000000000.00000
325.862135	7.256644	-10000000000.00000
325.876433	7.256644	-10000000000.00000
325.890769	7.256644	1.94839
325.905143	7.256644	1.94932
325.919555	7.256644	1.95024
325.934006	7.256644	1.95115
325.948497	7.256644	1.95204
325.963027	7.256644	1.95287
325.977599	7.256644	1.95362
325.992212	7.256644	1.95420
326.006866	7.256644	1.95456
326.021564	7.256644	1.95482
326.036304	7.256644	1.95501
326.051088	7.256644	1.95520
326.065917	7.256644	1.95544
326.080791	7.256644	1.95578
326.095711	7.256644	1.95622
326.110677	7.256644	1.95678
326.125691	7.256644	1.95743
326.140753	7.256644	1.95818
326.155864	7.256644	1.95900
326.171024	7.256644	1.95991
326.186234	7.256644	1.96090
326.201496	7.256644	1.96195
326.216810	7.256644	1.96306
326.232177	7.256644	1.96422
326.247597	7.256644	1.96540
326.263072	7.256644	1.96662
326.278603	7.256644	-10000000000.00000
326.294190	7.256644	-10000000000.00000
326.309835	7.256644	-10000000000.00000
326.325538	7.256644	-10000000000.00000
326.341300	7.256644	-10000000000.00000
326.357123	7.256644	-10000000000.00000
326.373007	7.256644	-10000000000.00000
326.388954	7.256644	-10000000000.00000
326.404965	7.256644	-10000000000.00000
326.421040	7.256644	-10000000000.00000
326.437182	7.256644	-10000000000.00000
326.453390	7.256644	-10000000000.00000
326.469668	7.256644	-10000000000.00000
326.486014	7.256644	-10000000000.00000
326.502432	7.256644	-10000000000.00000
326.518923	7.256644	-10000000000.00000
326.535487	7.256644	-10000000000.00000
326.552126	7.256644	-10000000000.00000
326.568842	7.256644	-10000000000.00000
326.585636	7.256644	-10000000000.00000
326.602510	7.256644	-10000000000.00000
326.619465	7.256644	-10000000000.00000
326.636503	7.256644	-10000000000.00000
326.653626	7.256644	-10000000000.00000
326.670835	7.256644	-10000000000.00000
326.688132	7.256644	-10000000000.00000
326.705520	7.256644	-10000000000.00000
326.722999	7.256644	-10000000000.00000
326.740573	7.256644	-10000000000.00000
326.758243	7.256644	-10000000000.00000
326.776011	7.256644	-10000000000.00000
326.793879	7.256644	-10000000000.00000
326.811851	7.256644	-10000000000.00000
326.829927	7.256644	-10000000000.00000
326.848112	7.256644	-10000000000.00000
326.866406	7.256644	-10000000000.00000
326.884813	7.256644	-10000000000.00000
326.903336	7.256644	-10000000000.00000
326.921978	7.256644	-10000000000.00000
326.940741	7.256644	-10000000000.00000
326.959628	7.256644	-10000000000.00000
326.978643	7.256644	-10000000000.00000
326.997790	7.256644	-10000000000.00000
327.017071	7.256644	-10000000000.00000
327.036490	7.256644	1.77779
327.056052	7.256644	1.77793
327.075760	7.256644	1.77807
327.095618	7.256644	1.77822
327.115630	7.256644	1.77838
327.135802	7.256644	1.77855
327.156138	7.256644	1.77874
327.176643	7.256644	1.77896
327.197322	7.256644	1.77921
327.218181	7.256644	1.77952
327.239226	7.256644	1.77987
327.260462	7.256644	1.78026
327.281897	7.256644	1.78068
327.303537	7.256644	1.78113
327.325389	7.256644	1.78161
327.347462	7.256644	1.78211
327.369762	7.256644	1.78264
327.392299	7.256644	1.78319
327.415083	7.256644	1.78376
327.438121	7.256644	1.78436
327.461426	7.256644	1.78497
327.485008	7.256644	1.78561
327.508878	7.256644	1.78627
327.533051	7.256644	1.78695
327.557538	7.256644	1.78765
327.582356	7.256644	1.78837
327.607519	7.256644	1.78910
327.633045	7.256644	1.78985
327.658953	7.256644	1.79062
327.685262	7.256644	1.79140
327.711995	7.256644	1.79219
327.739175	7.256644	1.79299
327.766829	7.256644	1.79379
327.794986	7.256644	-10000000000.00000
327.823678	7.256644	-10000000000.00000
327.852941	7.256644	-10000000000.00000
327.882813	7.256644	-10000000000.00000
327.913340	7.256644	-10000000000.00000
320.763063	7.270504	1.28769
320.780832	7.270504	1.28735
320.798497	7.270504	1.28703
320.816060	7.270504	1.28676
320.833522	7.270504	1.28654
320.850888	7.270504	1.28642
320.868158	7.270504	1.28645
320.885334	7.270504	1.28670
320.902420	7.270504	1.28722
320.919417	7.270504	1.28809
320.936326	7.270504	1.28935
320.953150	7.270504	1.29110
320.969891	7.270504	1.29344
320.986550	7.270504	1.29648
321.003129	7.270504	1.30023
321.019629	7.270504	1.30468
321.036052	7.270504	1.30988
321.052400	7.270504	1.31589
321.068675	7.270504	1.32280
321.084877	7.270504	1.33038
321.101008	7.270504	1.33831
321.117069	7.270504	1.34632
321.133062	7.270504	1.35417
321.148989	7.270504	1.36152
321.164849	7.270504	1.36818
321.180645	7.270504	1.37393
321.196378	7.270504	1.37900
321.212048	7.270504	1.38401
321.227658	7.270504	1.38998
321.243207	7.270504	1.39809
321.258698	7.270504	1.40913
321.274131	7.270504	1.42357
321.289507	7.270504	1.44275
321.304827	7.270504	1.46768
321.320092	7.270504	1.49643
321.335303	7.270504	1.52567
321.350462	7.270504	1.55386
321.365568	7.270504	1.57910
321.380623	7.270504	1.59952
321.395627	7.270504	1.61311
321.410582	7.270504	1.61906
321.425489	7.270504	1.61671
321.440347	7.270504	1.60401
321.455158	7.270504	1.57946
321.469923	7.270504	1.54439
321.484642	7.270504	1.50574
321.499316	7.270504	1.47110
321.513946	7.270504	1.44579
321.528532	7.270504	1.43125
321.543075	7.270504	1.43224
321.557577	7.270504	1.44664
321.572036	7.270504	1.46085
321.586455	7.270504	1.46689
321.600833	7.270504	1.46161
321.615172	7.270504	1.44984
321.629472	7.270504	1.45040
321.643733	7.270504	1.49087
321.657956	7.270504	1.58364
321.672142	7.270504	1.68900
321.686291	7.270504	1.77673
321.700404	7.270504	1.82572
321.714481	7.270504	1.83302
321.728523	7.270504	1.82500
321.742531	7.270504	1.82468
321.756504	7.270504	1.82964
321.770443	7.270504	1.82896
321.784349	7.270504	1.81001
321.798223	7.270504	1.76279
321.812064	7.270504	1.66411
321.825874	7.270504	1.57606
321.839652	7.270504	1.51774
321.853399	7.270504	1.48486
321.867116	7.270504	1.47431
321.880803	7.270504	1.48857
321.894460	7.270504	1.50240
321.908088	7.270504	1.50263
321.921687	7.270504	1.49183
321.935258	7.270504	1.47248
321.948801	7.270504	1.44556
321.962316	7.270504	1.41476
321.975804	7.270504	1.40419
321.989265	7.270504	1.43777
322.002700	7.270504	1.51116
322.016109	7.270504	1.61684
322.029492	7.270504	1.74652
322.042849	7.270504	1.88168
322.056181	7.270504	1.96253
322.069489	7.270504	1.95820
322.082773	7.270504	1.91422
322.096032	7.270504	1.87177
322.109267	7.270504	1.86591
322.122480	7.270504	1.90998
322.135669	7.270504	1.98286
322.148835	7.270504	2.06702
322.161979	7.270504	2.14325
322.175101	7.270504	2.19340
322.188201	7.270504	2.21364
322.201280	7.270504	2.20808
322.214337	7.270504	2.17857
322.227373	7.270504	2.13344
322.240389	7.270504	2.08322
322.253384	7.270504	2.03080
322.266359	7.270504	1.98009
322.279314	7.270504	1.93959
322.292250	7.270504	1.91321
322.305166	7.270504	1.89828
322.318064	7.270504	1.89019
322.330942	7.270504	1.88137
322.343802	7.270504	1.86255
322.356644	7.270504	1.83049
322.369468	7.270504	1.78756
322.382274	7.270504	1.74424
322.395062	7.270504	1.71303
322.407833	7.270504	1.70086
322.420587	7.270504	1.71361
322.433324	7.270504	1.74564
322.446045	7.270504	1.78877
322.458749	7.270504	1.82960
322.471438	7.270504	1.86028
322.484110	7.270504	1.87557
322.496767	7.270504	1.87384
322.509408	7.270504	1.86832
322.522034	7.270504	1.86767
322.534645	7.270504	1.87332
322.547241	7.270504	1.88608
322.559822	7.270504	1.90680
322.572389	7.270504	1.93647
322.584942	7.270504	1.97494
322.597481	7.270504	2.01811
322.610007	7.270504	2.06498
322.622518	7.270504	2.11479
322.635016	7.270504	2.16674
322.647502	7.270504	2.22020
322.659974	7.270504	2.27533
322.672433	7.270504	2.33147
322.684880	7.270504	-10000000000.00000
322.697314	7.270504	-10000000000.00000
322.709736	7.270504	-10000000000.00000
322.722146	7.270504	-10000000000.00000
322.734544	7.270504	-10000000000.00000
322.746931	7.270504	-10000000000.00000
322.759306	7.270504	-10000000000.00000
322.771670	7.270504	-10000000000.00000
322.784022	7.270504	-10000000000.00000
322.796364	7.270504	-10000000000.00000
322.808695	7.270504	-10000000000.00000
322.821015	7.270504	-10000000000.00000
322.833325	7.270504	-10000000000.00000
322.845624	7.270504	-10000000000.00000
322.857914	7.270504	-10000000000.00000
322.870193	7.270504	-10000000000.00000
322.882463	7.270504	-10000000000.00000
322.894723	7.270504	-10000000000.00000
322.906974	7.270504	-10000000000.00000
322.919215	7.270504	-10000000000.00000
322.931448	7.270504	-10000000000.00000
322.943671	7.270504	-10000000000.00000
322.955886	7.270504	-10000000000.00000
322.968092	7.270504	-10000000000.00000
322.980289	7.270504	-10000000000.00000
322.992478	7.270504	-10000000000.00000
323.004659	7.270504	-10000000000.00000
323.016832	7.270504	-10000000000.00000
323.028998	7.270504	-10000000000.00000
323.041155	7.270504	-10000000000.00000
323.053305	7.270504	-10000000000.00000
323.065447	7.270504	-10000000000.00000
323.077583	7.270504	-10000000000.00000
323.089711	7.270504	-10000000000.00000
323.101832	7.270504	-10000000000.00000
323.113946	7.270504	2.15928
323.126054	7.270504	2.15632
323.138155	7.270504	2.15332
323.150250	7.270504	2.15025
323.162339	7.270504	2.14702
323.174421	7.270504	2.14353
323.186498	7.270504	2.13972
323.198568	7.270504	2.13547
323.210633	7.270504	2.13060
323.222693	7.270504	2.12490
323.234747	7.270504	2.11816
323.246796	7.270504	2.11028
323.258839	7.270504	2.10094
323.270878	7.270504	2.08974
323.282912	7.270504	2.07642
323.294941	7.270504	2.06099
323.306966	7.270504	2.04342
323.318986	7.270504	2.02369
323.331002	7.270504	2.00145
323.343013	7.270504	1.97604
323.355021	7.270504	1.94940
323.367025	7.270504	1.92364
323.379025	7.270504	1.90056
323.391021	7.270504	1.88055
323.403014	7.270504	1.86481
323.415003	7.270504	1.85512
323.426989	7.270504	1.85122
323.438972	7.270504	1.85124
323.450953	7.270504	1.85315
323.462930	7.270504	1.85370
323.474904	7.270504	1.85203
323.486876	7.270504	1.85431
323.498845	7.270504	1.86725
323.510812	7.270504	1.89147
323.522777	7.270504	1.91719
323.534740	7.270504	1.93725
323.546701	7.270504	1.95059
323.558660	7.270504	1.96123
323.570617	7.270504	1.97413
323.582572	7.270504	1.99051
323.594527	7.270504	2.00668
323.606479	7.270504	2.01806
323.618431	7.270504	2.02211
323.630381	7.270504	2.02285
323.642331	7.270504	2.02014
323.654280	7.270504	2.01581
323.666228	7.270504	2.01234
323.678175	7.270504	2.01220
323.690122	7.270504	2.01721
323.702069	7.270504	2.02531
323.714015	7.270504	2.03512
323.725962	7.270504	2.04537
323.737908	7.270504	2.05469
323.749854	7.270504	2.06210
323.761801	7.270504	2.06863
323.773748	7.270504	2.07372
323.785696	7.270504	2.07755
323.797645	7.270504	2.07696
323.809594	7.270504	2.06862
323.821544	7.270504	2.05352
323.833495	7.270504	2.03402
323.845448	7.270504	2.01251
323.857401	7.270504	1.99101
323.869356	7.270504	1.97428
323.881313	7.270504	1.96704
323.893271	7.270504	1.97092
323.905231	7.270504	1.98693
323.917193	7.270504	2.01484
323.929157	7.270504	2.04433
323.941123	7.270504	2.07006
323.953091	7.270504	2.09413
323.965062	7.270504	2.11831
323.977035	7.270504	2.14181
323.989011	7.270504	2.16175
324.000990	7.270504	2.17291
324.012972	7.270504	2.17317
324.024957	7.270504	2.16463
324.036944	7.270504	2.14958
324.048936	7.270504	2.13073
324.060930	7.270504	2.11027
324.072928	7.270504	2.08897
324.084930	7.270504	2.06822
324.096936	7.270504	2.04951
324.108946	7.270504	2.03374
324.120959	7.270504	2.02193
324.132977	7.270504	2.01405
324.145000	7.270504	2.00896
324.157026	7.270504	2.00492
324.169058	7.270504	2.00128
324.181094	7.270504	1.99721
324.193134	7.270504	1.99229
324.205180	7.270504	1.98554
324.217231	7.270504	1.97840
324.229288	7.270504	1.97823
324.241349	7.270504	1.98715
324.253416	7.270504	2.00273
324.265489	7.270504	2.02213
324.277568	7.270504	2.04272
324.289652	7.270504	2.06250
324.301743	7.270504	2.08028
324.313840	7.270504	2.09505
324.325943	7.270504	2.10469
324.338053	7.270504	2.10708
324.350169	7.270504	2.10243
324.362292	7.270504	2.09094
324.374422	7.270504	2.07350
324.386559	7.270504	2.05245
324.398703	7.270504	2.02888
324.410855	7.270504	2.00247
324.423014	7.270504	1.97425
324.435180	7.270504	1.95342
324.447355	7.270504	1.95560
324.459537	7.270504	1.97327
324.471728	7.270504	1.99769
324.483926	7.270504	2.01675
324.496133	7.270504	2.02965
324.508349	7.270504	2.03512
324.520573	7.270504	2.03308
324.532806	7.270504	2.02658
324.545048	7.270504	2.02029
324.557299	7.270504	2.01757
324.569559	7.270504	2.01908
324.581829	7.270504	2.02472
324.594108	7.270504	2.03232
324.606397	7.270504	-10000000000.00000
324.618696	7.270504	-10000000000.00000
324.631005	7.270504	-10000000000.00000
324.643324	7.270504	-10000000000.00000
324.655654	7.270504	-10000000000.00000
324.667994	7.270504	-10000000000.00000
324.680345	7.270504	-10000000000.00000
324.692707	7.270504	-10000000000.00000
324.705079	7.270504	-10000000000.00000
324.717463	7.270504	-10000000000.00000
324.729859	7.270504	-10000000000.00000
324.742266	7.270504	-10000000000.00000
324.754685	7.270504	-10000000000.00000
324.767115	7.270504	-10000000000.00000
324.779558	7.270504	-10000000000.00000
324.792013	7.270504	-10000000000.00000
324.804480	7.270504	-10000000000.00000
324.816960	7.270504	-10000000000.00000
324.829453	7.270504	-10000000000.00000
324.841959	7.270504	-10000000000.00000
324.854478	7.270504	-10000000000.00000
324.867010	7.270504	-10000000000.00000
324.879556	7.270504	-10000000000.00000
324.892116	7.270504	-10000000000.00000
324.904689	7.270504	-10000000000.00000
324.917277	7.270504	-10000000000.00000
324.929879	7.270504	-10000000000.00000
324.942495	7.270504	-10000000000.00000
324.955127	7.270504	-10000000000.00000
324.967773	7.270504	2.08013
324.980434	7.270504	2.07589
324.993111	7.270504	2.07182
325.005803	7.270504	2.06870
325.018511	7.270504	2.07038
325.031235	7.270504	2.07844
325.043975	7.270504	2.09385
325.056731	7.270504	2.11712
325.069504	7.270504	2.14621
325.082294	7.270504	-10000000000.00000
325.095101	7.270504	-10000000000.00000
325.107925	7.270504	-10000000000.00000
325.120767	7.270504	-10000000000.00000
325.133626	7.270504	-10000000000.00000
325.146503	7.270504	-10000000000.00000
325.159399	7.270504	-10000000000.00000
325.172313	7.270504	-10000000000.00000
325.185246	7.270504	2.14315
325.198197	7.270504	2.11019
325.211168	7.270504	2.07768
325.224159	7.270504	2.04556
325.237169	7.270504	2.01375
325.250199	7.270504	1.98218
325.263249	7.270504	1.95078
325.276319	7.270504	-10000000000.00000
325.289411	7.270504	1.87517
325.302523	7.270504	1.83957
325.315657	7.270504	1.81006
325.328812	7.270504	1.79070
325.341989	7.270504	1.78331
325.355188	7.270504	1.77880
325.368410	7.270504	1.77375
325.381654	7.270504	1.76747
325.394922	7.270504	1.76053
325.408212	7.270504	1.75544
325.421527	7.270504	1.75523
325.434865	7.270504	1.76163
325.448227	7.270504	1.77589
325.461614	7.270504	1.79968
325.475026	7.270504	1.83241
325.488463	7.270504	1.87099
325.501926	7.270504	1.91351
325.515414	7.270504	1.95775
325.528929	7.270504	-10000000000.00000
325.542470	7.270504	-10000000000.00000
325.556038	7.270504	-10000000000.00000
325.569634	7.270504	-10000000000.00000
325.583257	7.270504	-10000000000.00000
325.596908	7.270504	-10000000000.00000
325.610587	7.270504	-10000000000.00000
325.624295	7.270504	-10000000000.00000
325.638033	7.270504	-10000000000.00000
325.651800	7.270504	-10000000000.00000
325.665596	7.270504	-10000000000.00000
325.679424	7.270504	-10000000000.00000
325.693281	7.270504	-10000000000.00000
325.707171	7.270504	-10000000000.00000
325.721091	7.270504	-10000000000.00000
325.735044	7.270504	-10000000000.00000
325.749029	7.270504	-10000000000.00000
325.763047	7.270504	-10000000000.00000
325.777099	7.270504	-10000000000.00000
325.791184	7.270504	-10000000000.00000
325.805303	7.270504	-10000000000.00000
325.819458	7.270504	-10000000000.00000
325.833647	7.270504	-10000000000.00000
325.847873	7.270504	-10000000000.00000
325.862135	7.270504	-10000000000.00000
325.876433	7.270504	-10000000000.00000
325.890769	7.270504	-10000000000.00000
325.905143	7.270504	-10000000000.00000
325.919555	7.270504	-10000000000.00000
325.934006	7.270504	-10000000000.00000
325.948497	7.270504	-10000000000.00000
325.963027	7.270504	-10000000000.00000
325.977599	7.270504	-10000000000.00000
325.992212	7.270504	-10000000000.00000
326.006866	7.270504	2.01172
326.021564	7.270504	2.01077
326.036304	7.270504	2.01009
326.051088	7.270504	2.00970
326.065917	7.270504	2.00968
326.080791	7.270504	2.01000
326.095711	7.270504	2.01057
326.110677	7.270504	2.01136
326.125691	7.270504	2.01234
326.140753	7.270504	2.01345
326.155864	7.270504	2.01470
326.171024	7.270504	2.01606
326.186234	7.270504	2.01750
326.201496	7.270504	2.01900
326.216810	7.270504	2.02054
326.232177	7.270504	2.02212
326.247597	7.270504	2.02372
326.263072	7.270504	2.02534
326.278603	7.270504	-10000000000.00000
326.294190	7.270504	-10000000000.00000
326.309835	7.270504	-10000000000.00000
326.325538	7.270504	-10000000000.00000
326.341300	7.270504	-10000000000.00000
326.357123	7.270504	-10000000000.00000
326.373007	7.270504	-10000000000.00000
326.388954	7.270504	-10000000000.00000
326.404965	7.270504	-10000000000.00000
326.421040	7.270504	-10000000000.00000
326.437182	7.270504	-10000000000.00000
326.453390	7.270504	-10000000000.00000
326.469668	7.270504	-10000000000.00000
326.486014	7.270504	-10000000000.00000
326.502432	7.270504	-10000000000.00000
326.518923	7.270504	-10000000000.00000
326.535487	7.270504	-10000000000.00000
326.552126	7.270504	-10000000000.00000
326.568842	7.270504	-10000000000.00000
326.585636	7.270504	-10000000000.00000
326.602510	7.270504	-10000000000.00000
326.619465	7.270504	-10000000000.00000
326.636503	7.270504	-10000000000.00000
326.653626	7.270504	-10000000000.00000
326.670835	7.270504	-10000000000.00000
326.688132	7.270504	-10000000000.00000
326.705520	7.270504	-10000000000.00000
326.722999	7.270504	-10000000000.00000
326.740573	7.270504	-10000000000.00000
326.758243	7.270504	-10000000000.00000
326.776011	7.270504	-10000000000.00000
326.793879	7.270504	-10000000000.00000
326.811851	7.270504	-10000000000.00000
326.829927	7.270504	-10000000000.00000
326.848112	7.270504	-10000000000.00000
326.866406	7.270504	-10000000000.00000
326.884813	7.270504	-10000000000.00000
326.903336	7.270504	-10000000000.00000
326.921978	7.270504	-10000000000.00000
326.940741	7.270504	-10000000000.00000
326.959628	7.270504	-10000000000.00000
326.978643	7.270504	-10000000000.00000
326.997790	7.270504	-10000000000.00000
327.017071	7.270504	-10000000000.00000
327.036490	7.270504	-10000000000.00000
327.056052	7.270504	-10000000000.00000
327.075760	7.270504	-10000000000.00000
327.095618	7.270504	-10000000000.00000
327.115630	7.270504	-10000000000.00000
327.135802	7.270504	-10000000000.00000
327.156138	7.270504	-10000000000.00000
327.176643	7.270504	-10000000000.00000
327.197322	7.270504	-10000000000.00000
327.218181	7.270504	-10000000000.00000
327.239226	7.270504	1.78133
327.260462	7.270504	1.78193
327.281897	7.270504	1.78256
327.303537	7.270504	1.78321
327.325389	7.270504	1.78387
327.347462	7.270504	1.78456
327.369762	7.270504	1.78526
327.392299	7.270504	1.78599
327.415083	7.270504	1.78674
327.438121	7.270504	1.78750
327.461426	7.270504	1.78829
327.485008	7.270504	1.78910
327.508878	7.270504	1.78992
327.533051	7.270504	1.79077
327.557538	7.270504	1.79163
327.582356	7.270504	1.79251
327.607519	7.270504	1.79341
327.633045	7.270504	1.79432
327.658953	7.270504	1.79525
327.685262	7.270504	1.79619
327.711995	7.270504	1.79714
327.739175	7.270504	1.79810
327.766829	7.270504	1.79906
327.794986	7.270504	-10000000000.00000
327.823678	7.270504	-10000000000.00000
327.852941	7.270504	-10000000000.00000
327.882813	7.270504	-10000000000.00000
327.913340	7.270504	-10000000000.00000
320.763063	7.283876	1.26009
320.780832	7.283876	1.26074
320.798497	7.283876	1.26143
320.816060	7.283876	1.26217
320.833522	7.283876	1.26301
320.850888	7.283876	1.26401
320.868158	7.283876	1.26522
320.885334	7.283876	1.26671
320.902420	7.283876	1.26856
320.919417	7.283876	1.27088
320.936326	7.283876	1.27376
320.953150	7.283876	1.27727
320.969891	7.283876	1.28153
320.986550	7.283876	1.28662
321.003129	7.283876	1.29266
321.019629	7.283876	1.29989
321.036052	7.283876	1.30850
321.052400	7.283876	1.31842
321.068675	7.283876	1.32973
321.084877	7.283876	1.34220
321.101008	7.283876	1.35491
321.117069	7.283876	1.36697
321.133062	7.283876	1.37751
321.148989	7.283876	1.38584
321.164849	7.283876	1.39152
321.180645	7.283876	1.39411
321.196378	7.283876	1.39271
321.212048	7.283876	1.38817
321.227658	7.283876	1.38319
321.243207	7.283876	1.38087
321.258698	7.283876	1.38384
321.274131	7.283876	1.39453
321.289507	7.283876	1.41521
321.304827	7.283876	1.44851
321.320092	7.283876	1.48872
321.335303	7.283876	1.52591
321.350462	7.283876	1.55856
321.365568	7.283876	1.58531
321.380623	7.283876	1.60382
321.395627	7.283876	1.61012
321.410582	7.283876	1.60343
321.425489	7.283876	1.58634
321.440347	7.283876	1.56104
321.455158	7.283876	1.53057
321.469923	7.283876	1.49741
321.484642	7.283876	1.46554
321.499316	7.283876	1.44078
321.513946	7.283876	1.42685
321.528532	7.283876	1.42785
321.543075	7.283876	1.44269
321.557577	7.283876	1.46787
321.572036	7.283876	1.49744
321.586455	7.283876	1.51632
321.600833	7.283876	1.51402
321.615172	7.283876	1.51642
321.629472	7.283876	1.54696
321.643733	7.283876	1.60569
321.657956	7.283876	1.67563
321.672142	7.283876	1.74421
321.686291	7.283876	1.79284
321.700404	7.283876	1.82094
321.714481	7.283876	1.83083
321.728523	7.283876	1.82516
321.742531	7.283876	1.81038
321.756504	7.283876	1.82666
321.770443	7.283876	1.87087
321.784349	7.283876	1.91795
321.798223	7.283876	1.94058
321.812064	7.283876	1.91005
321.825874	7.283876	1.78564
321.839652	7.283876	1.60105
321.853399	7.283876	1.49374
321.867116	7.283876	1.45646
321.880803	7.283876	1.46366
321.894460	7.283876	1.49582
321.908088	7.283876	1.52196
321.921687	7.283876	1.50934
321.935258	7.283876	1.45001
321.948801	7.283876	1.41158
321.962316	7.283876	1.40329
321.975804	7.283876	1.42776
321.989265	7.283876	1.49001
322.002700	7.283876	1.59719
322.016109	7.283876	1.73754
322.029492	7.283876	1.87941
322.042849	7.283876	1.99056
322.056181	7.283876	2.03350
322.069489	7.283876	1.98831
322.082773	7.283876	1.90998
322.096032	7.283876	1.84212
322.109267	7.283876	1.81247
322.122480	7.283876	1.83402
322.135669	7.283876	1.90236
322.148835	7.283876	1.99484
322.161979	7.283876	2.07525
322.175101	7.283876	2.12967
322.188201	7.283876	2.15601
322.201280	7.283876	2.15700
322.214337	7.283876	2.13541
322.227373	7.283876	2.09791
322.240389	7.283876	2.04352
322.253384	7.283876	1.97717
322.266359	7.283876	1.90906
322.279314	7.283876	1.85530
322.292250	7.283876	1.81933
322.305166	7.283876	1.79682
322.318064	7.283876	1.78204
322.330942	7.283876	1.76681
322.343802	7.283876	1.73793
322.356644	7.283876	1.69767
322.369468	7.283876	1.65652
322.382274	7.283876	1.61753
322.395062	7.283876	1.58752
322.407833	7.283876	1.57659
322.420587	7.283876	1.58799
322.433324	7.283876	1.62013
322.446045	7.283876	1.67291
322.458749	7.283876	1.73837
322.471438	7.283876	1.79190
322.484110	7.283876	1.81897
322.496767	7.283876	1.82475
322.509408	7.283876	1.81962
322.522034	7.283876	1.81483
322.534645	7.283876	1.82045
322.547241	7.283876	1.83457
322.559822	7.283876	1.85530
322.572389	7.283876	1.88109
322.584942	7.283876	1.91150
322.597481	7.283876	1.94667
322.610007	7.283876	1.98699
322.622518	7.283876	2.03200
322.635016	7.283876	2.07975
322.647502	7.283876	2.13002
322.659974	7.283876	2.18063
322.672433	7.283876	2.23128
322.684880	7.283876	2.28316
322.697314	7.283876	-10000000000.00000
322.709736	7.283876	-10000000000.00000
322.722146	7.283876	-10000000000.00000
322.734544	7.283876	-10000000000.00000
322.746931	7.283876	-10000000000.00000
322.759306	7.283876	-10000000000.00000
322.771670	7.283876	-10000000000.00000
322.784022	7.283876	-10000000000.00000
322.796364	7.283876	-10000000000.00000
322.808695	7.283876	-10000000000.00000
322.821015	7.283876	-10000000000.00000
322.833325	7.283876	-10000000000.00000
322.845624	7.283876	-10000000000.00000
322.857914	7.283876	-10000000000.00000
322.870193	7.283876	-10000000000.00000
322.882463	7.283876	-10000000000.00000
322.894723	7.283876	-10000000000.00000
322.906974	7.283876	-10000000000.00000
322.919215	7.283876	-10000000000.00000
322.931448	7.283876	-10000000000.00000
322.943671	7.283876	-10000000000.00000
322.955886	7.283876	-10000000000.00000
322.968092	7.283876	-10000000000.00000
322.980289	7.283876	-10000000000.00000
322.992478	7.283876	-10000000000.00000
323.004659	7.283876	-10000000000.00000
323.016832	7.283876	-10000000000.00000
323.028998	7.283876	-10000000000.00000
323.041155	7.283876	-10000000000.00000
323.053305	7.283876	-10000000000.00000
323.065447	7.283876	-10000000000.00000
323.077583	7.283876	-10000000000.00000
323.089711	7.283876	-10000000000.00000
323.101832	7.283876	-10000000000.00000
323.113946	7.283876	-10000000000.00000
323.126054	7.283876	2.15449
323.138155	7.283876	2.15153
323.150250	7.283876	2.14858
323.162339	7.283876	2.14559
323.174421	7.283876	2.14253
323.186498	7.283876	2.13928
323.198568	7.283876	2.13574
323.210633	7.283876	2.13177
323.222693	7.283876	2.12725
323.234747	7.283876	2.12197
323.246796	7.283876	2.11573
323.258839	7.283876	2.10839
323.270878	7.283876	2.09953
323.282912	7.283876	2.08884
323.294941	7.283876	2.07556
