Longitude	Latitude	ptemp_fi [degree Celsius] @ ptemp_fi [degree Celsius]=first
325.159399	7.211027	-10000000000.00000
325.172313	7.211027	2.10939
325.185246	7.211027	2.07924
325.198197	7.211027	2.04945
325.211168	7.211027	2.02002
325.224159	7.211027	1.99085
325.237169	7.211027	1.96205
325.250199	7.211027	1.93367
325.263249	7.211027	1.90551
325.276319	7.211027	1.87662
325.289411	7.211027	1.84798
325.302523	7.211027	1.82097
325.315657	7.211027	1.79680
325.328812	7.211027	1.77649
325.341989	7.211027	1.76177
325.355188	7.211027	1.75196
325.368410	7.211027	1.74513
325.381654	7.211027	1.73943
325.394922	7.211027	1.73423
325.408212	7.211027	1.73077
325.421527	7.211027	1.72935
325.434865	7.211027	1.73005
325.448227	7.211027	1.73309
325.461614	7.211027	1.73870
325.475026	7.211027	1.74692
325.488463	7.211027	1.75585
325.501926	7.211027	1.76545
325.515414	7.211027	1.77621
325.528929	7.211027	1.78874
325.542470	7.211027	1.80468
325.556038	7.211027	1.82403
325.569634	7.211027	1.84561
325.583257	7.211027	-10000000000.00000
325.596908	7.211027	-10000000000.00000
325.610587	7.211027	-10000000000.00000
325.624295	7.211027	-10000000000.00000
325.638033	7.211027	-10000000000.00000
325.651800	7.211027	-10000000000.00000
325.665596	7.211027	-10000000000.00000
325.679424	7.211027	-10000000000.00000
325.693281	7.211027	-10000000000.00000
325.707171	7.211027	-10000000000.00000
325.721091	7.211027	-10000000000.00000
325.735044	7.211027	-10000000000.00000
325.749029	7.211027	-10000000000.00000
325.763047	7.211027	-10000000000.00000
325.777099	7.211027	-10000000000.00000
325.791184	7.211027	-10000000000.00000
325.805303	7.211027	-10000000000.00000
325.819458	7.211027	-10000000000.00000
325.833647	7.211027	-10000000000.00000
325.847873	7.211027	-10000000000.00000
325.862135	7.211027	-10000000000.00000
325.876433	7.211027	1.78237
325.890769	7.211027	1.78310
325.905143	7.211027	1.78383
325.919555	7.211027	1.78455
325.934006	7.211027	1.78526
325.948497	7.211027	1.78597
325.963027	7.211027	1.78666
325.977599	7.211027	1.78735
325.992212	7.211027	1.78802
326.006866	7.211027	1.78869
326.021564	7.211027	1.78935
326.036304	7.211027	1.79000
326.051088	7.211027	1.79064
326.065917	7.211027	1.79128
326.080791	7.211027	1.79192
326.095711	7.211027	1.79255
326.110677	7.211027	1.79320
326.125691	7.211027	1.79385
326.140753	7.211027	1.79451
326.155864	7.211027	1.79518
326.171024	7.211027	1.79586
326.186234	7.211027	1.79655
326.201496	7.211027	1.79726
326.216810	7.211027	1.79798
326.232177	7.211027	1.79871
326.247597	7.211027	1.79945
326.263072	7.211027	-10000000000.00000
326.278603	7.211027	-10000000000.00000
326.294190	7.211027	-10000000000.00000
326.309835	7.211027	-10000000000.00000
326.325538	7.211027	-10000000000.00000
326.341300	7.211027	-10000000000.00000
326.357123	7.211027	-10000000000.00000
326.373007	7.211027	-10000000000.00000
326.388954	7.211027	-10000000000.00000
326.404965	7.211027	-10000000000.00000
326.421040	7.211027	-10000000000.00000
326.437182	7.211027	-10000000000.00000
326.453390	7.211027	-10000000000.00000
326.469668	7.211027	-10000000000.00000
326.486014	7.211027	-10000000000.00000
326.502432	7.211027	-10000000000.00000
326.518923	7.211027	-10000000000.00000
326.535487	7.211027	-10000000000.00000
326.552126	7.211027	-10000000000.00000
326.568842	7.211027	-10000000000.00000
326.585636	7.211027	-10000000000.00000
326.602510	7.211027	-10000000000.00000
326.619465	7.211027	-10000000000.00000
326.636503	7.211027	-10000000000.00000
326.653626	7.211027	-10000000000.00000
326.670835	7.211027	-10000000000.00000
326.688132	7.211027	-10000000000.00000
326.705520	7.211027	-10000000000.00000
326.722999	7.211027	-10000000000.00000
326.740573	7.211027	-10000000000.00000
326.758243	7.211027	-10000000000.00000
326.776011	7.211027	-10000000000.00000
326.793879	7.211027	-10000000000.00000
326.811851	7.211027	-10000000000.00000
326.829927	7.211027	-10000000000.00000
326.848112	7.211027	-10000000000.00000
326.866406	7.211027	-10000000000.00000
326.884813	7.211027	-10000000000.00000
326.903336	7.211027	-10000000000.00000
326.921978	7.211027	-10000000000.00000
326.940741	7.211027	-10000000000.00000
326.959628	7.211027	-10000000000.00000
326.978643	7.211027	-10000000000.00000
326.997790	7.211027	-10000000000.00000
327.017071	7.211027	-10000000000.00000
327.036490	7.211027	1.77743
327.056052	7.211027	1.77755
327.075760	7.211027	1.77767
327.095618	7.211027	1.77779
327.115630	7.211027	1.77791
327.135802	7.211027	1.77803
327.156138	7.211027	1.77816
327.176643	7.211027	1.77830
327.197322	7.211027	1.77844
327.218181	7.211027	1.77859
327.239226	7.211027	1.77875
327.260462	7.211027	1.77892
327.281897	7.211027	1.77911
327.303537	7.211027	1.77931
327.325389	7.211027	1.77953
327.347462	7.211027	1.77977
327.369762	7.211027	1.78002
327.392299	7.211027	1.78030
327.415083	7.211027	1.78059
327.438121	7.211027	1.78091
327.461426	7.211027	1.78125
327.485008	7.211027	1.78160
327.508878	7.211027	1.78198
327.533051	7.211027	1.78238
327.557538	7.211027	1.78280
327.582356	7.211027	1.78324
327.607519	7.211027	1.78369
327.633045	7.211027	1.78417
327.658953	7.211027	1.78465
327.685262	7.211027	1.78515
327.711995	7.211027	1.78567
327.739175	7.211027	1.78619
327.766829	7.211027	-10000000000.00000
327.794986	7.211027	-10000000000.00000
327.823678	7.211027	-10000000000.00000
327.852941	7.211027	-10000000000.00000
327.882813	7.211027	-10000000000.00000
327.913340	7.211027	-10000000000.00000
320.763063	7.227053	1.35054
320.780832	7.227053	1.34746
320.798497	7.227053	1.34434
320.816060	7.227053	1.34118
320.833522	7.227053	1.33796
320.850888	7.227053	1.33471
320.868158	7.227053	1.33145
320.885334	7.227053	1.32822
320.902420	7.227053	1.32506
320.919417	7.227053	1.32201
320.936326	7.227053	1.31917
320.953150	7.227053	1.31659
320.969891	7.227053	1.31435
320.986550	7.227053	1.31253
321.003129	7.227053	1.31125
321.019629	7.227053	1.31068
321.036052	7.227053	1.31095
321.052400	7.227053	1.31220
321.068675	7.227053	1.31463
321.084877	7.227053	1.31870
321.101008	7.227053	1.32459
321.117069	7.227053	1.33262
321.133062	7.227053	1.34307
321.148989	7.227053	1.35576
321.164849	7.227053	1.37017
321.180645	7.227053	1.38617
321.196378	7.227053	1.40361
321.212048	7.227053	1.42219
321.227658	7.227053	1.44165
321.243207	7.227053	1.46175
321.258698	7.227053	1.48230
321.274131	7.227053	1.50303
321.289507	7.227053	1.52367
321.304827	7.227053	1.54385
321.320092	7.227053	1.56325
321.335303	7.227053	1.58152
321.350462	7.227053	1.59807
321.365568	7.227053	1.61238
321.380623	7.227053	1.62411
321.395627	7.227053	1.63281
321.410582	7.227053	1.63811
321.425489	7.227053	1.63967
321.440347	7.227053	1.63710
321.455158	7.227053	1.63036
321.469923	7.227053	1.61921
321.484642	7.227053	1.60304
321.499316	7.227053	1.58136
321.513946	7.227053	1.55422
321.528532	7.227053	1.52633
321.543075	7.227053	1.50670
321.557577	7.227053	1.49973
321.572036	7.227053	1.50809
321.586455	7.227053	1.52894
321.600833	7.227053	1.55716
321.615172	7.227053	1.59009
321.629472	7.227053	1.62660
321.643733	7.227053	1.66623
321.657956	7.227053	1.70816
321.672142	7.227053	1.74805
321.686291	7.227053	1.78191
321.700404	7.227053	1.80501
321.714481	7.227053	1.81283
321.728523	7.227053	1.80157
321.742531	7.227053	1.75832
321.756504	7.227053	1.68470
321.770443	7.227053	1.60170
321.784349	7.227053	1.53570
321.798223	7.227053	1.49367
321.812064	7.227053	1.48215
321.825874	7.227053	1.48825
321.839652	7.227053	1.49074
321.853399	7.227053	1.49026
321.867116	7.227053	1.48891
321.880803	7.227053	1.48927
321.894460	7.227053	1.49101
321.908088	7.227053	1.49067
321.921687	7.227053	1.48416
321.935258	7.227053	1.46754
321.948801	7.227053	1.44055
321.962316	7.227053	1.40780
321.975804	7.227053	1.37392
321.989265	7.227053	1.34288
322.002700	7.227053	1.31670
322.016109	7.227053	1.29724
322.029492	7.227053	1.28673
322.042849	7.227053	1.28712
322.056181	7.227053	1.30060
322.069489	7.227053	1.32922
322.082773	7.227053	1.37497
322.096032	7.227053	1.44380
322.109267	7.227053	1.54370
322.122480	7.227053	1.68007
322.135669	7.227053	1.84300
322.148835	7.227053	2.02138
322.161979	7.227053	2.20400
322.175101	7.227053	-10000000000.00000
322.188201	7.227053	-10000000000.00000
322.201280	7.227053	-10000000000.00000
322.214337	7.227053	2.00645
322.227373	7.227053	1.96556
322.240389	7.227053	1.92934
322.253384	7.227053	1.90418
322.266359	7.227053	1.89599
322.279314	7.227053	1.89905
322.292250	7.227053	1.90267
322.305166	7.227053	1.90654
322.318064	7.227053	1.90917
322.330942	7.227053	1.90902
322.343802	7.227053	1.90417
322.356644	7.227053	1.89744
322.369468	7.227053	1.89155
322.382274	7.227053	1.88787
322.395062	7.227053	1.88773
322.407833	7.227053	1.89027
322.420587	7.227053	1.89305
322.433324	7.227053	1.89588
322.446045	7.227053	1.89895
322.458749	7.227053	1.90142
322.471438	7.227053	1.90243
322.484110	7.227053	1.90179
322.496767	7.227053	1.90040
322.509408	7.227053	1.89901
322.522034	7.227053	1.89887
322.534645	7.227053	1.90242
322.547241	7.227053	1.91302
322.559822	7.227053	1.93403
322.572389	7.227053	1.96692
322.584942	7.227053	2.01190
322.597481	7.227053	2.05936
322.610007	7.227053	2.10631
322.622518	7.227053	2.15371
322.635016	7.227053	-10000000000.00000
322.647502	7.227053	-10000000000.00000
322.659974	7.227053	-10000000000.00000
322.672433	7.227053	-10000000000.00000
322.684880	7.227053	-10000000000.00000
322.697314	7.227053	-10000000000.00000
322.709736	7.227053	-10000000000.00000
322.722146	7.227053	-10000000000.00000
322.734544	7.227053	-10000000000.00000
322.746931	7.227053	-10000000000.00000
322.759306	7.227053	-10000000000.00000
322.771670	7.227053	-10000000000.00000
322.784022	7.227053	-10000000000.00000
322.796364	7.227053	-10000000000.00000
322.808695	7.227053	-10000000000.00000
322.821015	7.227053	-10000000000.00000
322.833325	7.227053	-10000000000.00000
322.845624	7.227053	-10000000000.00000
322.857914	7.227053	-10000000000.00000
322.870193	7.227053	-10000000000.00000
322.882463	7.227053	-10000000000.00000
322.894723	7.227053	-10000000000.00000
322.906974	7.227053	-10000000000.00000
322.919215	7.227053	-10000000000.00000
322.931448	7.227053	-10000000000.00000
322.943671	7.227053	-10000000000.00000
322.955886	7.227053	-10000000000.00000
322.968092	7.227053	-10000000000.00000
322.980289	7.227053	-10000000000.00000
322.992478	7.227053	-10000000000.00000
323.004659	7.227053	-10000000000.00000
323.016832	7.227053	-10000000000.00000
323.028998	7.227053	-10000000000.00000
323.041155	7.227053	-10000000000.00000
323.053305	7.227053	-10000000000.00000
323.065447	7.227053	-10000000000.00000
323.077583	7.227053	2.15346
323.089711	7.227053	2.15072
323.101832	7.227053	2.14797
323.113946	7.227053	2.14519
323.126054	7.227053	2.14235
323.138155	7.227053	2.13942
323.150250	7.227053	2.13638
323.162339	7.227053	2.13315
323.174421	7.227053	2.12969
323.186498	7.227053	2.12593
323.198568	7.227053	2.12179
323.210633	7.227053	2.11718
323.222693	7.227053	2.11201
323.234747	7.227053	2.10619
323.246796	7.227053	2.09963
323.258839	7.227053	2.09219
323.270878	7.227053	2.08372
323.282912	7.227053	2.07416
323.294941	7.227053	2.06347
323.306966	7.227053	2.05149
323.318986	7.227053	2.03804
323.331002	7.227053	2.02289
323.343013	7.227053	2.00556
323.355021	7.227053	1.98607
323.367025	7.227053	1.96482
323.379025	7.227053	1.94344
323.391021	7.227053	1.92823
323.403014	7.227053	1.92038
323.415003	7.227053	1.91899
323.426989	7.227053	1.92321
323.438972	7.227053	1.92490
323.450953	7.227053	1.91486
323.462930	7.227053	1.89614
323.474904	7.227053	1.87345
323.486876	7.227053	1.85882
323.498845	7.227053	1.85734
323.510812	7.227053	1.86527
323.522777	7.227053	1.87819
323.534740	7.227053	1.89471
323.546701	7.227053	1.90892
323.558660	7.227053	1.92024
323.570617	7.227053	1.93017
323.582572	7.227053	1.94030
323.594527	7.227053	1.95178
323.606479	7.227053	1.96400
323.618431	7.227053	1.97692
323.630381	7.227053	1.99051
323.642331	7.227053	-10000000000.00000
323.654280	7.227053	-10000000000.00000
323.666228	7.227053	-10000000000.00000
323.678175	7.227053	-10000000000.00000
323.690122	7.227053	-10000000000.00000
323.702069	7.227053	-10000000000.00000
323.714015	7.227053	-10000000000.00000
323.725962	7.227053	-10000000000.00000
323.737908	7.227053	-10000000000.00000
323.749854	7.227053	-10000000000.00000
323.761801	7.227053	-10000000000.00000
323.773748	7.227053	-10000000000.00000
323.785696	7.227053	-10000000000.00000
323.797645	7.227053	-10000000000.00000
323.809594	7.227053	-10000000000.00000
323.821544	7.227053	-10000000000.00000
323.833495	7.227053	-10000000000.00000
323.845448	7.227053	-10000000000.00000
323.857401	7.227053	2.14754
323.869356	7.227053	2.14396
323.881313	7.227053	2.14124
323.893271	7.227053	2.13933
323.905231	7.227053	2.13819
323.917193	7.227053	2.13779
323.929157	7.227053	-10000000000.00000
323.941123	7.227053	-10000000000.00000
323.953091	7.227053	-10000000000.00000
323.965062	7.227053	-10000000000.00000
323.977035	7.227053	-10000000000.00000
323.989011	7.227053	-10000000000.00000
324.000990	7.227053	-10000000000.00000
324.012972	7.227053	-10000000000.00000
324.024957	7.227053	-10000000000.00000
324.036944	7.227053	-10000000000.00000
324.048936	7.227053	-10000000000.00000
324.060930	7.227053	-10000000000.00000
324.072928	7.227053	-10000000000.00000
324.084930	7.227053	-10000000000.00000
324.096936	7.227053	-10000000000.00000
324.108946	7.227053	2.11450
324.120959	7.227053	2.10850
324.132977	7.227053	2.10292
324.145000	7.227053	2.09783
324.157026	7.227053	2.09331
324.169058	7.227053	2.08939
324.181094	7.227053	2.08608
324.193134	7.227053	2.08337
324.205180	7.227053	2.08137
324.217231	7.227053	2.08014
324.229288	7.227053	2.07973
324.241349	7.227053	2.08014
324.253416	7.227053	2.08121
324.265489	7.227053	2.08281
324.277568	7.227053	2.08488
324.289652	7.227053	2.08733
324.301743	7.227053	2.09011
324.313840	7.227053	-10000000000.00000
324.325943	7.227053	-10000000000.00000
324.338053	7.227053	-10000000000.00000
324.350169	7.227053	-10000000000.00000
324.362292	7.227053	-10000000000.00000
324.374422	7.227053	-10000000000.00000
324.386559	7.227053	-10000000000.00000
324.398703	7.227053	2.05279
324.410855	7.227053	2.05080
324.423014	7.227053	2.04900
324.435180	7.227053	2.04740
324.447355	7.227053	2.04612
324.459537	7.227053	2.04531
324.471728	7.227053	2.04494
324.483926	7.227053	2.04501
324.496133	7.227053	2.04568
324.508349	7.227053	2.04727
324.520573	7.227053	2.04977
324.532806	7.227053	2.05318
324.545048	7.227053	2.05751
324.557299	7.227053	2.06273
324.569559	7.227053	2.06795
324.581829	7.227053	2.07307
324.594108	7.227053	2.07813
324.606397	7.227053	2.08317
324.618696	7.227053	2.08821
324.631005	7.227053	2.09330
324.643324	7.227053	-10000000000.00000
324.655654	7.227053	-10000000000.00000
324.667994	7.227053	-10000000000.00000
324.680345	7.227053	-10000000000.00000
324.692707	7.227053	-10000000000.00000
324.705079	7.227053	-10000000000.00000
324.717463	7.227053	-10000000000.00000
324.729859	7.227053	-10000000000.00000
324.742266	7.227053	-10000000000.00000
324.754685	7.227053	-10000000000.00000
324.767115	7.227053	-10000000000.00000
324.779558	7.227053	-10000000000.00000
324.792013	7.227053	-10000000000.00000
324.804480	7.227053	-10000000000.00000
324.816960	7.227053	-10000000000.00000
324.829453	7.227053	-10000000000.00000
324.841959	7.227053	-10000000000.00000
324.854478	7.227053	-10000000000.00000
324.867010	7.227053	-10000000000.00000
324.879556	7.227053	-10000000000.00000
324.892116	7.227053	-10000000000.00000
324.904689	7.227053	-10000000000.00000
324.917277	7.227053	-10000000000.00000
324.929879	7.227053	-10000000000.00000
324.942495	7.227053	-10000000000.00000
324.955127	7.227053	-10000000000.00000
324.967773	7.227053	-10000000000.00000
324.980434	7.227053	-10000000000.00000
324.993111	7.227053	-10000000000.00000
325.005803	7.227053	2.04636
325.018511	7.227053	2.05722
325.031235	7.227053	2.06817
325.043975	7.227053	2.07915
325.056731	7.227053	2.09010
325.069504	7.227053	-10000000000.00000
325.082294	7.227053	-10000000000.00000
325.095101	7.227053	-10000000000.00000
325.107925	7.227053	-10000000000.00000
325.120767	7.227053	-10000000000.00000
325.133626	7.227053	-10000000000.00000
325.146503	7.227053	2.20989
